"","distance_from_home","distance_from_last_transaction","ratio_to_median_purchase_price","repeat_retailer","used_chip","used_pin_number","online_order","fraud"
"1000",2.19667166947068,4.13588540166078,1.05106052729699,1,0,0,1,0
"15306",153.992104535585,0.178066136842491,2.08447249443753,1,0,0,1,1
"6387",7.65599421610807,0.508647983979811,0.328716355307024,1,0,0,1,0
"4586",3.38516842633478,0.826813829350421,0.0624546060451004,1,1,1,1,0
"11179",104.39550756641,0.111017144431663,0.795445748096316,1,0,0,1,1
"15041",13.9724808691551,1.12237108253475,13.2679124433563,1,0,0,1,1
"4882",7.80265039431699,0.0219087437324003,0.747602740114781,1,0,0,1,0
"11936",30.9225650517684,0.184007740280215,11.5258560600206,1,0,0,1,1
"17764",11.1280609833146,3.53409006267279,16.5165606754503,1,1,0,1,1
"5939",4.93006378158768,0.952596962578159,4.14463759453855,1,1,0,0,0
"474",24.0414875831406,24.8319481538094,0.324268051019822,1,0,0,0,0
"11510",72.4601023428431,1.48316665487972,6.14138205987581,1,1,0,1,1
"5224",90.1418902496047,0.302636856997878,4.82247296705818,1,0,0,0,0
"5399",5.58553841153668,1.60649367701242,0.608899255027479,1,0,0,0,0
"5789",10.4579862265129,0.412245230054887,0.303126515142339,1,0,0,0,0
"16035",189.141437674794,0.291866028269527,1.91858544968926,1,0,0,1,1
"5563",6.3014869819198,2.11826187285782,0.837010395028352,1,1,1,1,0
"52",28.6629018117356,0.906330008006242,0.345165263971208,1,0,1,1,0
"3255",2.35662123695271,1.73119697153899,0.316148724199161,1,0,0,1,0
"17736",1.695643927871,0.396257344585449,7.0075207803512,0,0,0,1,1
"5191",30.4225144277055,0.201307976134521,3.21043115958944,1,0,0,1,0
"15517",5.85420657928062,13.0236311464337,8.34270274915366,1,0,0,1,1
"13759",103.354589309996,0.85300155378514,7.30029200695987,1,1,0,1,1
"254",6.98216383269975,0.685075379129627,0.449079204607756,1,1,0,1,0
"9964",11.874034486581,0.291229834890437,5.19476854266195,1,0,0,1,1
"11071",178.04511458749,2.91905698805978,1.0630185552135,1,0,0,1,1
"2744",27.2680743402896,6.24333726701195,1.74506496986579,1,1,0,1,0
"17225",16.383522506326,1.26318411638996,7.27825969407421,1,0,0,1,1
"6687",2.2537155873645,18.7473109978282,0.683954318115982,1,0,0,1,0
"13445",148.317042540508,2.0824055564691,0.306905332711273,1,0,0,1,1
"17432",141.099165345787,1.0307188038847,0.149649673677968,1,0,0,1,1
"6143",5.23713175568152,0.590125598035696,0.110599626242136,1,1,0,1,0
"2209",207.688251774542,1.15195347439167,1.99135430818283,1,0,1,1,0
"13964",8.61092093311955,1.23834473727543,10.8697193538383,1,1,0,1,1
"15013",1.4686997569734,1.09221706141703,4.13515041654731,0,0,0,0,1
"12873",15.0986237788548,0.273350825901339,12.0695502128105,1,1,0,1,1
"15325",28.6010939686827,0.452279826132679,5.12046586219611,1,0,0,1,1
"9372",4.22157887324104,3.06705640456077,4.63834062975637,1,1,0,1,1
"3616",2.17773311051667,10.4533138943088,3.61491882911562,1,0,0,1,0
"17808",180.543568007263,0.988394347357343,1.60393140591245,1,0,0,1,1
"3342",9.51712874075856,0.817283782153623,0.869562969157174,1,1,0,1,0
"2642",64.8589587316766,1.98689111810909,1.65662333217259,1,0,0,0,0
"7231",2.59243816353185,0.115771325528695,0.945312326630322,1,0,0,1,0
"11793",36.0119465963623,0.605480015672744,4.20754508643421,1,0,0,1,1
"15175",28.7100104369029,9.42876814791946,5.78863860179335,1,0,0,1,1
"13465",69.347157567559,0.0178052453233606,4.13104021232634,1,1,0,1,1
"6576",9.6062380351636,3.94941078218818,1.36773794462225,1,0,0,0,0
"2106",52.2007761410618,0.508603465499206,0.603146469598776,1,1,0,1,0
"4813",14.0318419263502,1.98152585273634,6.11194678088729,1,0,0,0,0
"11097",169.006430675459,2.02625110477521,0.820202406643685,1,0,0,1,1
"15674",101.006176576505,2.62808894698263,3.06317911898407,1,0,0,1,1
"7303",4.26299773333252,9.53774227808263,0.636731774696389,1,1,0,1,0
"1490",1.91476818930146,0.173916531115978,1.78856634600307,1,0,0,0,0
"1033",21.0882403417881,0.703529313734617,1.6732553379665,1,0,0,0,0
"12032",43.205933687967,0.339377879588294,10.1887939026516,1,0,0,1,1
"9677",1.21895202108325,0.694784989202719,15.1686459909914,0,0,0,1,1
"417",85.6319519115903,28.7110560577141,0.63858214577124,1,0,0,1,0
"8727",54.3728047460644,2.23676751550705,1.38426474304228,1,0,0,1,0
"1251",4.47773351774505,0.723211560883433,1.82297522980478,1,0,0,1,0
"5127",28.8062322596569,0.367607330938337,2.28152120664239,1,0,0,1,0
"13370",39.47263072668,0.85110848179628,4.86765542315418,1,0,0,1,1
"9670",104.51053564214,57.0418334037028,0.127479996563501,1,0,0,1,1
"339",68.0781107881889,1.41455583065815,0.847239664877542,1,0,0,0,0
"3312",8.59842359060106,0.222841515910055,2.39135777978934,1,0,0,1,0
"6566",17.702047749375,0.670416440183147,0.181425863809916,1,0,0,1,0
"2720",6.61336532068879,0.586365198081008,3.18812736898842,1,0,1,1,0
"5520",0.332890451280641,0.0664563927918123,0.51680744511102,0,1,0,0,0
"3878",4.13626647327006,0.127829717654641,0.609725934608199,1,0,0,1,0
"9140",16.1358785433727,0.449275322643093,5.62260272759013,1,0,0,1,1
"15071",150.515017723267,1.72252508533853,1.74382692192492,1,0,0,1,1
"12349",73.2826443314593,10.0642128983605,5.03940862499729,1,0,0,1,1
"1656",66.1372818020312,1.9858839405046,1.58385469113837,1,0,1,0,0
"8358",1.83734677539586,31.8784640977516,0.104682777547797,0,0,1,1,0
"5120",16.0270253196369,0.640323468912859,1.22042018246282,1,0,0,1,0
"6894",3.17608808443863,0.845189304770502,0.350377658910815,1,0,0,1,0
"15518",8.81696496798297,0.689521494477458,8.38296044560307,1,0,0,1,1
"14190",157.186757528689,0.263434754772146,10.058203919921,1,0,0,1,1
"5295",2.19333828136204,1.11228066169429,1.86760500870779,1,1,0,1,0
"14309",30.2873011490476,0.290299859000163,9.24676516184564,1,1,0,1,1
"9457",4.40049807345674,0.894271066886407,5.42573486280243,1,1,0,1,1
"6708",13.5020391033014,0.0566594471932532,4.39203688618878,1,1,1,1,0
"5679",11.3539475555161,0.0325731783379975,3.39572717147475,1,1,0,0,0
"11954",5.87970640964413,6.822323045989,4.49747628439411,1,0,0,1,1
"14318",64.8971509088039,0.615477227460045,4.2952222900464,1,0,0,1,1
"603",70.7426892009182,17.9836944679638,0.943794095594494,1,1,1,1,0
"1468",7.05527967517984,2.07996864312139,0.747311963468225,1,0,0,1,0
"4246",8.62584634771936,0.115854103815623,0.0524682205574116,1,0,0,1,0
"11112",0.802406220604532,7.40398939387681,5.35835333774005,0,0,0,0,1
"9884",15.8284294999559,4.14244671641524,8.89212727629173,1,0,0,1,1
"11035",21.0563394126876,9.44496100225796,5.3974880063853,1,0,0,1,1
"9255",1.33640167762371,158.702225471084,0.542568849485853,0,0,0,1,1
"17261",114.100229390394,32.4404269400886,2.26128841825014,1,0,0,1,1
"12666",429.013891352063,0.350835384724107,1.0010744685765,1,0,0,1,1
"6391",2.53413697404587,7.95706497035539,0.5823241473563,1,0,0,0,0
"7025",21.8665927789511,0.520085126927046,0.93222619146778,1,0,0,0,0
"11662",2.36245677821573,0.539707208566746,5.19017523958181,1,0,0,1,1
"7204",13.0076587202399,0.899984543307697,0.977433311636333,1,0,0,1,0
"9473",122.176006239016,10.2512397399899,2.15824083976333,1,0,0,1,1
"10572",5.85504440291303,7.24028689728887,4.72813194660935,1,0,0,1,1
"16275",59.5513222842252,1.94050305404883,5.73965224293024,1,1,0,1,1
"9512",130.659517255715,1.20754598165808,10.8639815422721,1,0,0,0,1
"4152",3.69061880787855,3.14487124690966,1.68892977178823,1,1,0,1,0
"15527",139.750457696588,1.31147428806341,2.04508009911537,1,0,0,1,1
"311",3.91633901691084,0.682262541569585,1.156872500369,1,0,0,1,0
"15766",1.57781899998754,0.704129494692144,5.78771097951458,0,0,0,1,1
"6457",111.38200162928,0.879088472263336,2.30005233307524,1,1,0,0,0
"12011",2.95536459514727,0.451827870184428,4.04866917231837,1,0,0,1,1
"8005",13.4139244932935,1.19433464689309,1.79513620294046,1,0,0,0,0
"4267",129.321814393254,1.84178832338874,2.50978223001881,1,0,0,0,0
"12460",5.40065795498079,0.527713765566633,5.35931718827221,1,0,0,1,1
"14051",39.1072040751559,70.0569671110545,0.561087805722458,1,0,0,1,1
"9811",186.229958584065,0.166450918262173,1.22484234509803,1,0,0,1,1
"9818",8.95423541451328,0.256806986641174,5.44675290571059,1,1,0,1,1
"16881",44.0330811330637,3.2427838251214,4.78179096291318,1,0,0,1,1
"2295",6.38454547426524,1.86829813614008,3.10406085276609,1,0,0,1,0
"10128",151.411114130564,0.143182359542438,0.816497287969016,1,0,0,1,1
"13082",6.3613466795158,0.175270404091871,4.01377435566939,1,0,0,1,1
"2759",32.5320731250923,0.22793670708072,0.373635144211923,1,0,0,1,0
"13394",110.44189541449,1.00681145162586,0.523810883134652,1,0,0,1,1
"414",14.6832514722131,0.160801272348698,0.756130449092002,1,1,0,1,0
"7041",5.10744665150171,2.4208867432492,0.575763841171636,1,0,0,1,0
"7091",8.38785183594297,0.821843465653911,0.914802792217315,1,0,0,1,0
"2705",0.621814585944471,1.101781930172,0.401399604386726,0,1,0,1,0
"9108",3.34032465065761,19.4031660051826,0.954618452014624,1,1,0,0,0
"15936",23.8955323913909,3.16401101955444,5.24161362141836,1,1,0,1,1
"2004",46.033704681952,14.3257033173995,0.10391053908841,1,0,1,1,0
"17224",5.33222305998031,1.49663192159334,4.96025349422903,1,1,0,1,1
"1752",8.33395886750975,3.58256396527131,1.0589775479192,1,0,0,1,0
"3018",98.1713402812441,1.56655389335918,2.21294841538991,1,1,0,1,0
"3999",10.1283974049745,0.360661323907217,0.573401529595299,1,1,0,1,0
"1767",0.283563228528414,1.88284988307029,0.699156654893106,0,0,0,0,0
"5424",5.28516306886691,0.410748675640279,1.68982714214202,1,1,0,1,0
"2117",4.53094399283477,0.806820617882226,0.835180958447617,1,0,0,0,0
"2016",111.000771175043,0.24399941282552,1.19705191343227,1,0,0,0,0
"10500",145.446843861941,0.234823220927872,0.965013632285314,1,0,0,1,1
"17082",9.49094823656641,0.585304473208374,4.70838685484256,1,1,0,1,1
"16266",3.77950193446789,0.108860007621977,4.26194151502334,1,0,0,1,1
"10723",0.887736155442134,0.693562039541461,6.61756049265027,0,0,0,1,1
"1857",6.43540860284812,0.864338051571671,0.260297290048228,1,0,0,1,0
"6011",26.1842505801563,1.06950116657767,0.515589499452316,1,0,0,0,0
"9648",0.936264156674445,0.398993831007934,8.53805814959842,0,1,0,1,1
"13414",1.12328780142115,1.7671152637868,4.73759351995824,0,0,0,1,1
"7853",0.299230677660573,0.287874827826054,0.326244828242831,0,0,1,1,0
"2909",4.23866686148438,0.623486970842755,0.939028410111915,1,1,0,1,0
"6679",1.6832733541574,21.0295631486642,0.213792844634144,0,1,0,0,0
"10362",129.302925883874,6.71893699652517,7.23236545932243,1,0,0,1,1
"1883",4.36301740380803,0.366356107334518,0.382505709031426,1,0,0,1,0
"721",4.68112405402057,1.07787263572383,4.18757094813751,1,1,0,0,0
"16387",4.08862986397715,0.132529877901316,5.34282070255071,1,0,0,1,1
"8776",1.08322954868992,13.115975113779,1.23619132944949,0,0,0,1,0
"5107",29.4902296135406,4.15338830667469,4.80881057210116,1,0,0,0,0
"8249",35.6879407961028,0.67323427654989,1.07550957139091,1,0,0,0,0
"11201",6.2661516508542,7.68066916100722,4.05281773959702,1,1,0,1,1
"23",10.5791754321263,1.13906160246172,0.157775429156911,1,0,0,1,0
"8907",2.55950015132486,0.781203624848516,0.671656269770266,1,1,0,1,0
"11308",29.3715942329962,0.759628185898476,5.15980941303319,1,0,0,1,1
"3005",3.12985123078661,4.96016022766704,0.546501973374115,1,1,1,1,0
"7502",13.7681702372141,0.0392034061148873,1.12790138512498,1,0,0,0,0
"4009",69.9961208656499,9.39852096157386,3.54261907440706,1,1,0,0,0
"6236",13.5841365081405,0.334629245557011,3.75896881817076,1,0,0,1,0
"13578",15.6520264213944,1.17464808058564,6.42030513270877,1,0,0,1,1
"9198",20.8040771934951,2.51914553196655,7.55332019099129,1,0,0,1,1
"15793",10.3956051518525,0.496200903965672,4.13691374138087,1,0,0,1,1
"16274",117.487180401045,1.41139175838109,0.455191105646085,1,0,0,1,1
"15923",20.047108090547,2.05303208839299,5.79252248440219,1,1,0,1,1
"10702",35.9472256492608,0.114633005197823,5.34662799370164,1,0,0,1,1
"15629",162.356710042017,1.94168727741879,1.9558965547505,1,0,0,1,1
"7496",12.0944605322385,0.955757242581272,0.570740261325486,1,1,0,0,0
"8101",4.04678753950152,0.0224912344762209,1.1156036569195,1,0,0,1,0
"477",3.44267183398769,0.0306702280366442,1.52057739804256,1,1,0,1,0
"4013",9.97135439300519,14.6894444532505,0.233100690087787,1,0,0,0,0
"15214",6.14878263603958,8.50783513360179,9.00654544593108,1,0,0,1,1
"10904",251.594709748398,0.157634629246612,0.890947034117653,1,0,0,1,1
"8947",18.446612426572,1.46655519287749,0.489523458136684,1,0,0,1,0
"2892",12.9020130632221,2.99348807172892,0.345121195142586,1,0,0,0,0
"13791",482.733966681203,30.3583872992225,2.78657621237098,1,0,0,1,1
"12159",658.526391012044,0.017198120407762,1.292261270952,1,0,0,1,1
"11428",15.4986906139992,0.678752788629949,9.45819554504904,1,1,0,1,1
"6737",8.00812221817496,6.60720606257178,1.34582064333785,1,1,1,1,0
"1112",13.3987176702581,0.0759083344699328,0.267460089437501,1,1,0,1,0
"5781",23.4525479055746,21.4375754465093,0.568266521489498,1,0,0,1,0
"887",1.13772942898452,2.45383129351984,0.780800109941572,0,0,0,1,0
"10225",3.69726218355938,1.45915403585185,4.04066916705378,1,0,0,1,1
"12845",767.934639272741,22.3484074141306,0.465066029041431,1,0,0,1,1
"14027",5.38667859719512,0.0876889624536312,5.76783585763652,1,0,0,1,1
"8183",0.283118309769202,0.70414007637672,3.39853836370592,0,0,0,1,0
"11644",6.84295361620958,0.743297617121832,5.73732628747699,1,0,0,1,1
"3196",0.93297999475274,1.64693119798709,0.470074235021506,0,1,0,1,0
"6992",7.12672570674884,0.0469185641338568,0.600885610747601,1,0,0,0,0
"2250",4.81481272970011,0.148435208439305,0.494915724681623,1,0,0,0,0
"14072",14.9580154386898,0.0658673474814771,4.42945316498488,1,1,0,1,1
"602",1.93370967073748,1.2810630450339,1.26075547666364,1,1,0,1,0
"4027",22.3884699313424,0.186189448567751,3.00587983360061,1,0,0,1,0
"14861",1.36836298388338,84.6651673263349,4.53782375118525,0,0,0,1,1
"15158",16.3674401819748,0.219445142074793,5.91484332706867,1,0,0,1,1
"6525",6.79481061366477,0.437458325131751,1.55883374107073,1,1,0,0,0
"12672",10.2735393380655,50.7198585040547,0.357639379501784,1,0,0,1,1
"7684",19.0242956473882,0.201922189450925,3.99091943498544,1,0,1,1,0
"127",132.946170180207,3.32634071680351,0.667025888047485,1,1,0,1,0
"1650",25.2537444148847,0.215638852168072,0.587596799144468,1,0,0,1,0
"12797",5.5519886950681,0.31469398453919,5.29871842718868,1,1,0,1,1
"6349",36.7535526329229,3.58647960596053,1.09362946906866,1,1,0,0,0
"8643",38.455998677499,0.321861306129117,1.11105410681035,1,0,0,1,0
"12720",48.8118942691119,63.880470653398,4.79574809865613,1,1,0,1,1
"11411",104.20027357201,2.33947627007612,23.7468892903666,1,0,0,1,1
"4733",60.8985013385577,5.48801657808658,3.01893512669531,1,1,1,0,0
"11548",135.578057004127,0.349299086543597,0.370912638230606,1,0,0,1,1
"4796",11.3852357329084,6.74561528611444,1.65374607626467,1,1,0,0,0
"16570",1.29621445227349,4.68119258084353,10.8092661980935,0,0,0,1,1
"6122",5.14999372923544,0.52675244102082,3.69568379182434,1,1,0,0,0
"14145",2.77844674447879,0.847444147489414,10.187360273609,1,0,0,1,1
"7439",14.5472335355629,0.208966425736546,0.51480899835087,1,0,0,0,0
"8580",37.9943351677991,0.30705727659022,1.25367881595935,1,0,0,1,0
"3646",4.49943127864035,3.45371009189495,1.12613934216099,1,0,0,1,0
"14516",12.2618629163069,0.512264303543582,21.2441326529013,1,0,0,1,1
"12841",289.401910135113,16.2934796304812,6.1927675960069,1,1,0,1,1
"1212",27.7426099969234,0.564353953112678,0.557300420885058,1,1,0,1,0
"2293",10.4407759962615,0.193972157245513,0.172445673867183,1,1,0,0,0
"1383",1.09628343786115,0.349715482653271,0.575730735965502,0,0,1,1,0
"12601",8.29144371602352,1.41657809251632,5.4982125426152,1,1,0,1,1
"466",4.5383082878069,0.145808842533069,1.37093941576383,1,1,0,1,0
"13934",100.435912612255,1.75046540202585,0.222046099657288,1,0,0,1,1
"8298",4.41628021870148,13.2059994247813,0.58194254281741,1,0,0,1,0
"11276",5.52726480626281,0.0659363708853725,8.01121607271389,1,1,0,1,1
"2190",24.4730699764673,0.605990781649019,0.471144852768447,1,0,0,0,0
"17217",24.7691139254461,0.221921806617177,4.49940448138729,1,0,0,1,1
"451",18.0159061603857,0.118408202058404,2.081204399019,1,1,1,1,0
"13994",17.9330070199548,801.128283634309,0.434374622755567,1,0,0,1,1
"2450",1.22101682791561,0.732282101898787,1.07559084231038,0,1,1,1,0
"1981",6.08295697957316,14.0742984977309,0.133861018507586,1,0,0,0,0
"10",65.7111820268264,3.44216203607039,0.238223883118823,1,1,0,1,0
"794",1.51239722232814,1.25697765484299,0.853795629281826,0,1,0,0,0
"3197",2.07255593414435,3.78417522499871,0.254628991047248,1,1,0,0,0
"15068",23.9731189569524,0.827910548534827,34.1623206224419,1,0,0,1,1
"2709",14.1505238325928,1.84860418783852,0.686171857339021,1,0,0,1,0
"7156",12.7279598603465,0.481898856497396,5.30450359305227,1,1,0,0,0
"15442",1.42510629230133,1.17322326886961,6.1838615369219,0,0,0,1,1
"12007",21.1978465051134,0.407591122832357,10.7401733679001,1,0,0,1,1
"13721",22.7242317595395,52.8322677844867,2.63300432743563,1,0,0,1,1
"522",103.239057442856,0.0431566512502657,1.84132427586819,1,1,1,1,0
"3757",0.908956767836313,7.92337531352546,0.89184236805983,0,0,0,1,0
"8493",2.15786618985365,0.0792506223706865,0.478982598187889,1,0,0,0,0
"6415",5.91918720998404,0.0197985480685071,1.12102516651139,1,1,1,1,0
"626",8.89563248884947,0.0235222969748688,0.192147844011019,1,0,0,0,0
"10550",116.012041478787,3.33266587268661,0.267915173973819,1,0,0,1,1
"12786",36.8614821667574,0.107865299235076,38.7735336353084,1,0,0,1,1
"1292",10.6530624330169,0.252966167670398,2.77147185924909,1,1,0,0,0
"12995",7.96090668953945,0.173595907034748,8.08209845154023,1,0,0,1,1
"12513",109.706231825192,0.990317882110606,1.16219219079168,1,0,0,1,1
"9847",5.05670737349044,0.223308600987604,7.12623526551115,1,0,0,1,1
"13298",77.8504817694491,6.9454748611778,6.90128468807341,1,1,0,1,1
"7238",12.1155472875259,8.45893313829073,0.191113873897515,1,0,0,1,0
"2711",20.1674998737688,9.35060155290265,2.79636803424992,1,0,0,0,0
"10862",6.22705661416762,2.85556697877406,9.98049285595194,1,1,0,1,1
"8126",3.70316056793654,0.0170896344590427,0.386928441594838,1,1,1,0,0
"10444",19.3474965754981,2.42859028845759,11.137761704503,1,0,0,1,1
"12593",23.2244655146477,6.60603679742102,4.72005300768704,1,1,0,1,1
"5549",73.9932633151496,2.90134635587135,0.258378496836866,1,1,0,1,0
"15345",119.274784501942,0.409675287884651,1.5079440218011,1,0,0,1,1
"17307",17.1044410284947,0.136555983154519,7.39533888361108,1,1,0,1,1
"8760",3.231514760775,0.922230148695137,0.401293670025222,1,0,0,1,0
"16558",37.6747951887937,0.613727666803078,4.01050908788123,1,0,0,1,1
"16436",101.671283175033,0.792355073979769,2.0471390555123,1,0,0,1,1
"2584",67.7660200849951,1.32719898815008,0.99283188726193,1,1,0,1,0
"17106",136.295353186723,1.1859856674704,1.3011239282997,1,0,0,1,1
"12264",243.228473210419,1.89071820261358,0.521029926436265,1,0,0,1,1
"13316",16.3606471087624,0.0106511922397415,4.56057824349705,1,0,0,1,1
"2140",3.47559786634759,6.00782325691107,0.584194554988022,1,1,0,0,0
"5188",26.4470389750989,0.810682831726065,0.0633898226179102,1,0,0,1,0
"7640",3.14816132269443,0.871968500194549,0.571943252833824,1,1,1,1,0
"12913",140.015203899667,0.329666586385079,6.86049453633707,1,0,0,0,1
"1663",25.2190276495351,0.25744334648242,1.16307585788015,1,0,0,0,0
"1168",43.1108148766234,0.243837733839776,0.203765477126027,1,0,0,1,0
"17793",14.8322685689478,7.62138535686486,10.5697122991899,1,0,0,1,1
"7584",2.56190321326086,4.26963812878189,0.737577102799013,1,1,1,0,0
"17780",81.3386691181757,0.317729427367581,4.01112714986449,1,1,0,1,1
"17644",2.2378765211259,1.87539074738781,5.92917509696795,1,0,0,1,1
"2243",3.01063676987,21.7163084580833,9.68398677310567,1,1,0,0,0
"16324",1.32639802658426,0.0662582182886537,17.0777650376349,0,0,0,0,1
"10566",1.64090792529898,9.89292314906491,16.4528154686088,0,0,0,1,1
"17245",7.2939741631985,0.789145785491534,4.95881991936063,1,0,0,1,1
"4536",1.72568285582086,0.448300723277588,2.15141836729398,0,0,0,0,0
"9352",2.71334524130975,0.0384264134613929,4.79299716838452,1,1,0,1,1
"1609",20.8840159223244,12.222129713767,2.77469161809877,1,0,0,0,0
